timestamp,book,pnl,session,explanation
2024-05-03T09:21:06,G10/Special Exotics,33673.106534568884,LONDON,
2024-05-03T19:14:53,G10/Special Exotics,61258.123112109664,NEW YORK,
2024-05-03T22:40:22,G10/Special Exotics,90346.41096264459,EOD,
2024-05-03T06:00:54,G10/EURO,84723.6811610765,ASIA,
2024-05-03T13:37:20,G10/EURO,70606.61034484251,LONDON,
2024-05-03T16:20:23,G10/EURO,-24672.521604635753,NEW YORK,
2024-05-03T22:25:27,G10/EURO,39495.153481359856,EOD,
2024-05-03T07:34:42,G10/CAD,24914.45498397587,ASIA,
2024-05-03T15:16:27,G10/CAD,-26200.91065952131,LONDON,
2024-05-03T21:18:11,G10/CAD,-93417.16310070816,NEW YORK,Unusual z-score: -3.99
2024-05-03T22:55:32,G10/CAD,45064.86810610007,EOD,
2024-05-03T01:50:49,G10/Pacific G10,41114.84781354354,ASIA,
2024-05-03T13:24:17,G10/Pacific G10,43265.93821891869,LONDON,
2024-05-03T16:47:12,G10/Pacific G10,47439.609761359025,NEW YORK,
2024-05-03T22:10:35,G10/Pacific G10,-2232158.144295886,EOD,"Large absolute PNL: $2,232,158.14"
2024-05-03T05:44:43,G10/Scandies,20757.54461149455,ASIA,
2024-05-03T15:25:03,G10/Scandies,51355.649676296074,LONDON,
2024-05-03T19:02:32,G10/Scandies,-34755.750454550594,NEW YORK,
2024-05-03T22:43:11,G10/Scandies,33170.33963415073,EOD,
2024-05-03T01:52:51,PM/Metals,-68930.79699089595,ASIA,
2024-05-03T10:04:25,PM/Metals,-90113.3677181559,LONDON,
2024-05-03T18:37:18,PM/Metals,-34759.29520417138,NEW YORK,
2024-05-03T22:33:53,PM/Metals,-86999.04268168584,EOD,
2024-05-03T07:11:58,PM/EFP,59902.88391869524,ASIA,
2024-05-03T10:35:35,PM/EFP,-18256.818672617723,LONDON,
2024-05-03T16:10:12,PM/EFP,62594.677067537734,NEW YORK,
2024-05-03T22:48:47,PM/EFP,56016.62600780482,EOD,
2024-05-03T01:32:37,Onshore/India Onshore,-89454.06762360968,ASIA,
2024-05-03T11:02:03,Onshore/India Onshore,-65172.00035882928,LONDON,
2024-05-03T19:05:39,Onshore/India Onshore,72062.57273802394,NEW YORK,
2024-05-03T22:23:46,Onshore/India Onshore,39034.699405210005,EOD,
2024-05-03T07:47:11,Onshore/China Onshore,65558.93470037298,ASIA,
2024-05-03T15:14:18,Onshore/China Onshore,6914002.706976451,LONDON,"Large absolute PNL: $6,914,002.71"
2024-05-03T16:37:00,Onshore/China Onshore,95666.57157059634,NEW YORK,
2024-05-03T22:21:37,Onshore/China Onshore,-894.1090974087856,EOD,
2024-05-03T03:22:08,Onshore/Malaysia Onshore,-85126.47080031133,ASIA,
2024-05-03T12:17:47,Onshore/Malaysia Onshore,87147.24377594868,LONDON,
2024-05-03T19:25:03,Onshore/Malaysia Onshore,73191.81825582503,NEW YORK,
2024-05-03T22:56:26,Onshore/Malaysia Onshore,-75157.72270007024,EOD,
2024-05-03T03:40:25,Inventory/Desk Inventory,4349.276863443709,ASIA,
2024-05-03T10:06:40,Inventory/Desk Inventory,2880.2433806954505,LONDON,
2024-05-03T20:29:43,Inventory/Desk Inventory,52981.22688830324,NEW YORK,
2024-05-03T22:14:05,Inventory/Desk Inventory,-40865.95458125681,EOD,
2024-05-03T04:45:21,Inventory/Operational Books,-61879.879308471965,ASIA,
2024-05-03T12:02:38,Inventory/Operational Books,-98335.91547740519,LONDON,
2024-05-03T20:44:23,Inventory/Operational Books,-76289.61808121522,NEW YORK,
2024-05-03T22:28:57,Inventory/Operational Books,49893.34215621944,EOD,
2024-05-06T04:07:04,EM/C3,88177.35750194796,ASIA,
2024-05-06T15:27:51,EM/C3,-37373.9691602293,LONDON,
2024-05-06T16:41:07,EM/C3,-66950.70365857964,NEW YORK,
2024-05-06T22:23:47,EM/C3,-73603.6321203696,EOD,
2024-05-06T01:05:56,EM/Greater China,67151.7223189616,ASIA,
2024-05-06T12:12:36,EM/Greater China,-9386775.798771586,LONDON,Unusual z-score: -172.92
2024-05-06T18:23:05,EM/Greater China,-89180.35567893847,NEW YORK,
2024-05-06T22:57:13,EM/Greater China,76792.88408155637,EOD,
2024-05-06T03:32:54,EM/LATAM,1208.9379414307332,ASIA,
2024-05-06T11:19:23,EM/LATAM,3461.258608816148,LONDON,
2024-05-06T18:10:48,EM/LATAM,-65443.09205300243,NEW YORK,
2024-05-06T22:40:48,EM/LATAM,89606.29274903735,EOD,
2024-05-06T01:03:02,EM/CEEMEA,2762.6582240589632,ASIA,
2024-05-06T10:32:22,EM/CEEMEA,79655.39281402164,LONDON,
2024-05-06T21:18:59,EM/CEEMEA,-76148.97271435076,NEW YORK,
2024-05-06T22:47:09,EM/CEEMEA,-24252.879962511826,EOD,
2024-05-06T03:53:59,EM/ASEAN,-49180.55277000841,ASIA,
2024-05-06T09:28:07,EM/ASEAN,26307.60087598882,LONDON,
2024-05-06T16:43:35,EM/ASEAN,28426.86851688128,NEW YORK,
2024-05-06T22:33:52,EM/ASEAN,-73989.55687888009,EOD,
2024-05-06T07:47:00,G10/Special Exotics,-98818.60692802971,ASIA,
2024-05-06T10:01:57,G10/Special Exotics,-24023.756406027358,LONDON,
2024-05-06T18:51:05,G10/Special Exotics,46377.481890661846,NEW YORK,
2024-05-06T22:28:05,G10/Special Exotics,-43036.54584546268,EOD,
2024-05-06T06:36:00,G10/EURO,5660781.579607518,ASIA,Unusual z-score: 4.28
2024-05-06T13:43:06,G10/EURO,76943.19319736087,LONDON,
2024-05-06T20:56:39,G10/EURO,-41413.61757083788,NEW YORK,
2024-05-06T22:30:41,G10/EURO,14050.705305075462,EOD,
2024-05-06T05:27:06,G10/CAD,-13683.409806029973,ASIA,
2024-05-06T10:24:00,G10/CAD,-4875670.2045236565,LONDON,Unusual z-score: -118.48
2024-05-06T19:29:43,G10/CAD,14093.08162932616,NEW YORK,
2024-05-06T22:34:41,G10/CAD,44147.48703301494,EOD,
2024-05-06T05:06:57,G10/Pacific G10,-77636.52374859623,ASIA,
2024-05-06T10:43:45,G10/Pacific G10,78855.15063560358,LONDON,
2024-05-06T19:15:28,G10/Pacific G10,-63915.527501055956,NEW YORK,
2024-05-06T22:47:17,G10/Pacific G10,-71539.87362445131,EOD,
2024-05-06T03:54:28,G10/Scandies,15858.704750217934,ASIA,
2024-05-06T13:51:18,G10/Scandies,-45309.21647854038,LONDON,
2024-05-06T17:29:43,G10/Scandies,-70315.54776520013,NEW YORK,
2024-05-06T22:48:11,G10/Scandies,-94888.94531749807,EOD,
2024-05-06T01:41:54,PM/Metals,37027.238123738265,ASIA,
2024-05-06T13:51:27,PM/Metals,-40427.94378064236,LONDON,
2024-05-06T19:14:54,PM/Metals,-91131.53233300049,NEW YORK,
2024-05-06T22:42:49,PM/Metals,79546.28570188442,EOD,
2024-05-06T01:50:15,PM/EFP,-28460.48915141153,ASIA,
2024-05-06T13:19:03,PM/EFP,-38244.65924126128,LONDON,
2024-05-06T20:39:43,PM/EFP,29243.773678869504,NEW YORK,
2024-05-06T22:59:22,PM/EFP,4558771.330077896,EOD,Unusual z-score: 76.95
2024-05-06T01:23:08,Onshore/India Onshore,75850.49201457287,ASIA,
2024-05-06T08:08:06,Onshore/India Onshore,-88759.10582679432,LONDON,
2024-05-06T21:53:59,Onshore/India Onshore,-5889.893668598306,NEW YORK,
2024-05-06T22:01:29,Onshore/India Onshore,41448.29065003418,EOD,
2024-05-06T03:04:08,Onshore/China Onshore,-20022.182463285106,ASIA,
2024-05-06T09:25:46,Onshore/China Onshore,-78266.91694352476,LONDON,
2024-05-06T21:12:20,Onshore/China Onshore,95912.82742208318,NEW YORK,
2024-05-06T22:16:05,Onshore/China Onshore,-40195.12430264574,EOD,
2024-05-06T01:02:06,Onshore/Malaysia Onshore,-61008.016811190144,ASIA,
2024-05-06T09:32:52,Onshore/Malaysia Onshore,-76806.0416740511,LONDON,
2024-05-06T20:43:24,Onshore/Malaysia Onshore,91627.31780141519,NEW YORK,
2024-05-06T22:13:17,Onshore/Malaysia Onshore,88245.24274422482,EOD,
2024-05-06T05:27:41,Inventory/Desk Inventory,-33222.318538044026,ASIA,
2024-05-06T15:46:27,Inventory/Desk Inventory,-62379.57929250195,LONDON,
2024-05-06T17:44:50,Inventory/Desk Inventory,-76334.75076240559,NEW YORK,
2024-05-06T22:18:28,Inventory/Desk Inventory,249.74827554677904,EOD,
2024-05-06T01:55:14,Inventory/Operational Books,-44050.18975320023,ASIA,
2024-05-06T09:54:28,Inventory/Operational Books,-11156.412188504051,LONDON,
2024-05-06T16:07:42,Inventory/Operational Books,88965.73638624468,NEW YORK,
2024-05-06T22:13:39,Inventory/Operational Books,38893.50785531459,EOD,
2024-05-07T05:18:30,EM/C3,51610.23905547289,ASIA,
2024-05-07T14:21:44,EM/C3,-48977.79236964308,LONDON,
2024-05-07T17:47:36,EM/C3,28859.285471328592,NEW YORK,
2024-05-07T22:10:19,EM/C3,-30423.980247181447,EOD,
2024-05-07T03:06:35,EM/Greater China,78690.70043454913,ASIA,
2024-05-07T15:21:23,EM/Greater China,91843.55895678457,LONDON,
2024-05-07T17:28:38,EM/Greater China,-98735.34524896805,NEW YORK,
2024-05-07T22:45:40,EM/Greater China,-46154.56194710608,EOD,
2024-05-07T07:13:21,EM/LATAM,27197.92559429069,ASIA,
2024-05-07T09:40:55,EM/LATAM,-89531.5205181679,LONDON,
2024-05-07T19:36:13,EM/LATAM,53626.74541610089,NEW YORK,
2024-05-07T22:16:41,EM/LATAM,85832.6366824425,EOD,
2024-05-07T03:37:55,EM/CEEMEA,61688.93671224409,ASIA,
2024-05-07T10:34:46,EM/CEEMEA,95868.37632770778,LONDON,
2024-05-07T20:29:41,EM/CEEMEA,47776.984762884065,NEW YORK,
2024-05-07T22:16:12,EM/CEEMEA,-3329.200771432108,EOD,
2024-05-07T06:29:34,EM/ASEAN,9495.513327023873,ASIA,
2024-05-07T10:42:12,EM/ASEAN,87911.7112209071,LONDON,
2024-05-07T18:18:38,EM/ASEAN,95990.961216873,NEW YORK,
2024-05-07T22:19:47,EM/ASEAN,21357.23825199691,EOD,
2024-05-07T01:37:12,G10/Special Exotics,2472.147771753953,ASIA,
2024-05-07T10:09:56,G10/Special Exotics,89346.36037643033,LONDON,
2024-05-07T16:58:07,G10/Special Exotics,56348.38671675505,NEW YORK,
2024-05-07T22:31:10,G10/Special Exotics,-16902.026042012963,EOD,
2024-05-07T02:47:20,G10/EURO,74962.83454893922,ASIA,
2024-05-07T10:18:56,G10/EURO,-3146.1823821164144,LONDON,
2024-05-07T16:57:18,G10/EURO,58943.237795682246,NEW YORK,
2024-05-07T22:58:54,G10/EURO,39530.11524984072,EOD,
2024-05-07T02:05:51,G10/CAD,-41504.76294806209,ASIA,
2024-05-07T14:10:09,G10/CAD,502.01981997031544,LONDON,
2024-05-07T17:32:57,G10/CAD,84179.92649696022,NEW YORK,
2024-05-07T22:56:57,G10/CAD,14000.621487699056,EOD,
2024-05-07T00:44:12,G10/Pacific G10,-97393.48898617201,ASIA,
2024-05-07T12:07:34,G10/Pacific G10,-79614.10794549325,LONDON,
2024-05-07T16:30:53,G10/Pacific G10,-83464.7031082558,NEW YORK,
2024-05-07T22:43:50,G10/Pacific G10,-14719.237880969376,EOD,
2024-05-07T03:53:32,G10/Scandies,80523.23387399502,ASIA,
2024-05-07T14:57:12,G10/Scandies,-79529.80326710586,LONDON,
2024-05-07T19:17:12,G10/Scandies,4647388.953498337,NEW YORK,"Large absolute PNL: $4,647,388.95"
2024-05-07T22:34:06,G10/Scandies,6288248.131718166,EOD,Unusual z-score: 3.60
2024-05-07T05:28:42,PM/Metals,-97283.93996732574,ASIA,
2024-05-07T08:55:29,PM/Metals,-72683.2402785065,LONDON,
2024-05-07T20:41:32,PM/Metals,-42508.3568661643,NEW YORK,
2024-05-07T22:13:10,PM/Metals,-85883.98619034492,EOD,
2024-05-07T04:05:58,PM/EFP,41939.141262689955,ASIA,
2024-05-07T12:59:41,PM/EFP,3969.873664083032,LONDON,
2024-05-07T20:13:17,PM/EFP,-89243.34631603374,NEW YORK,
2024-05-07T22:04:38,PM/EFP,-50430.63961012737,EOD,
2024-05-07T07:42:50,Onshore/India Onshore,-50263.079662904885,ASIA,
2024-05-07T12:44:47,Onshore/India Onshore,4166.11871250048,LONDON,
2024-05-07T17:52:06,Onshore/India Onshore,94228.54429338995,NEW YORK,
2024-05-07T22:34:37,Onshore/India Onshore,-15488.447359318307,EOD,
2024-05-07T03:46:11,Onshore/China Onshore,32702.185735260224,ASIA,
2024-05-07T08:39:46,Onshore/China Onshore,84232.40010002314,LONDON,
2024-05-07T17:19:00,Onshore/China Onshore,45709.13633491253,NEW YORK,
2024-05-07T22:20:49,Onshore/China Onshore,-65952.4240868375,EOD,
2024-05-07T05:10:07,Onshore/Malaysia Onshore,14257.143222976927,ASIA,
2024-05-07T10:34:42,Onshore/Malaysia Onshore,51940.40852319909,LONDON,
2024-05-07T16:09:05,Onshore/Malaysia Onshore,-80085.87923510686,NEW YORK,
2024-05-07T22:52:54,Onshore/Malaysia Onshore,59399.34870396767,EOD,
2024-05-07T01:20:36,Inventory/Desk Inventory,1337.394250886864,ASIA,
2024-05-07T08:17:42,Inventory/Desk Inventory,8723031.138648603,LONDON,Unusual z-score: 4.62
2024-05-07T16:15:15,Inventory/Desk Inventory,2765.22037992657,NEW YORK,
2024-05-07T22:51:26,Inventory/Desk Inventory,-19358.97863501952,EOD,
2024-05-07T00:04:29,Inventory/Operational Books,-96844.68451793198,ASIA,
2024-05-07T08:12:05,Inventory/Operational Books,12348.243920244888,LONDON,
2024-05-07T21:40:48,Inventory/Operational Books,-70264.44928755597,NEW YORK,
2024-05-07T22:54:52,Inventory/Operational Books,-90529.94359139803,EOD,
2024-05-08T01:24:01,EM/C3,99438.86388262105,ASIA,
2024-05-08T12:26:59,EM/C3,-5353761.275250353,LONDON,Unusual z-score: -13.41
2024-05-08T16:35:39,EM/C3,-18709.252685123807,NEW YORK,
2024-05-08T22:55:08,EM/C3,-4349.788768358048,EOD,
2024-05-08T04:16:31,EM/Greater China,45788.170524857414,ASIA,
2024-05-08T15:29:34,EM/Greater China,2053.6515709510713,LONDON,
2024-05-08T19:19:43,EM/Greater China,41856.31503845623,NEW YORK,
2024-05-08T22:15:31,EM/Greater China,-89124.24963254764,EOD,
2024-05-08T01:31:27,EM/LATAM,95734.74226530851,ASIA,
2024-05-08T09:25:31,EM/LATAM,-86762.44998105818,LONDON,
2024-05-08T21:55:19,EM/LATAM,33472.037895602465,NEW YORK,
2024-05-08T22:10:46,EM/LATAM,-10762.0213871062,EOD,
2024-05-08T06:53:23,EM/CEEMEA,64010.16398507063,ASIA,
2024-05-08T08:43:04,EM/CEEMEA,-28934.661431150336,LONDON,
2024-05-08T16:36:43,EM/CEEMEA,46917.54211179778,NEW YORK,
2024-05-08T22:56:43,EM/CEEMEA,-31320.61771247488,EOD,
2024-05-08T05:17:42,EM/ASEAN,-63459.50389239852,ASIA,
2024-05-08T14:30:11,EM/ASEAN,-9732545.981551088,LONDON,Unusual z-score: -7.22
2024-05-08T20:29:36,EM/ASEAN,-538.3827811476658,NEW YORK,
2024-05-08T22:55:04,EM/ASEAN,27038.58907572474,EOD,
2024-05-08T02:57:13,G10/Special Exotics,-58618.52802975955,ASIA,
2024-05-08T11:31:13,G10/Special Exotics,38718.11663085173,LONDON,
2024-05-08T17:50:42,G10/Special Exotics,38361.97998739136,NEW YORK,
2024-05-08T22:30:36,G10/Special Exotics,-51337.969380664064,EOD,
2024-05-08T00:01:37,G10/EURO,-29917.06492446715,ASIA,
2024-05-08T12:50:22,G10/EURO,73609.5252698659,LONDON,
2024-05-08T18:51:26,G10/EURO,10475.52829042857,NEW YORK,
2024-05-08T22:25:12,G10/EURO,-89503.6583853075,EOD,
2024-05-08T00:36:25,G10/CAD,-91782.61319819994,ASIA,
